-0.15625  -0.0750179
0  0.0193917
-0.09375  0.000377429
0.09375  -0.0376901
0.125  0.0915648
0.15625  0.0853381
-0.0625  -0.0914088
0.125  0.0371912
0.15625  0.154319
-0.03125  -0.220363
0.0625  0.170143
-0.09375  0.0545575
-0.3125  0.0578713
0.125  0.00926682
-0.03125  -0.308245
0  -0.246718
-0.0625  -0.00622285
0.03125  0.0428701
0.09375  0.00706144
-0.0625  -0.14404
-0.15625  -0.24398
0  0.0163932
0.21875  0.0683967
0.15625  -0.070434
-0.125  0.327798
-0.25  -0.226909
-0.125  -0.166178
-0.125  -0.0757081
-0.0625  0.139325
0.03125  0.0714397
-0.0625  -0.122889
-0.03125  -0.0409417
0.21875  -0.12445
0  -0.333342
0.03125  -0.0846656
0.15625  0.087111
-0.09375  -0.20388
-0.0625  0.134407
-0.1875  0.0444767
-0.1875  -0.10006
0  -0.37254
-0.1875  -0.0804046
-0.03125  -0.0848924
-0.03125  0.0819274
0.1875  0.140302
0.0625  -0.119807
0.03125  0.190827
-0.09375  0.0531199
0.25  -0.232167
-0.03125  -0.0673443
-0.28125  0.0909077
-0.15625  -0.105708
0  -0.128154
-0.09375  -0.064804
0  -0.149338
0.09375  -0.047713
0.15625  0.0960272
-0.0625  -0.146211
0.15625  -0.086131
0.09375  -0.0721712
0.03125  -0.0413725
-0.0625  -0.024338
0.03125  0.166819
0.15625  -0.0921596
0.09375  0.134642
-0.03125  -0.00378252
0.25  -0.234977
-0.03125  0.00349198
-0.1875  -0.086786
0.03125  -0.134599
-0.15625  0.0119741
0.1875  0.125211
0.28125  -0.095749
0  -0.122007
0.125  0.176281
-0.03125  -0.05156
0.3125  -0.138964
0.1875  0.019707
0.15625  -0.113322
-0.09375  -0.10299
0.1875  -0.238132
0.0625  0.0856692
0  0.0481064
0.0625  0.139287
0.0625  0.176081
-0.125  0.0437932
-0.09375  -0.0244919
-0.03125  -0.0483438
0.0625  -0.0532854
0  -0.0573871
-0.0625  0.186103
0.09375  -0.284398
-0.09375  -0.0150722
0.03125  0.189158
-0.15625  -0.35799
0.09375  0.0645022
-0.0625  0.140794
0.09375  -0.130395
-0.0625  -0.286388
-0.0625  0.0924022
-0.0625  -0.139092
-0.03125  -0.240841
-0.15625  0.077211
-0.21875  -0.0134541
-0.03125  0.106382
-0.21875  -0.107719
0.125  -0.143175
0  -0.143922
0  -0.150796
-0.21875  -0.063705
0  0.128431
-0.15625  -0.00945019
-0.0625  0.0626965
-0.0625  0.140102
-0.09375  0.0689786
0.09375  -0.0304093
-0.375  -0.258848
-0.0625  -0.0237231
0.125  -0.108155
0.03125  -0.166052
-0.03125  0.116818
0.3125  0.0852089
0  -0.0256211
0.0625  0.0908913
0.21875  0.072253
0.21875  0.0510666
-0.21875  -0.220479
0.0625  -0.169891
0.03125  -0.0703806
0.21875  -0.0674738
-0.15625  -0.00920507
-0.09375  0.266437
-0.28125  0.0533574
-0.09375  0.0946525
-0.0625  -0.117328
0.0625  -0.149071
-0.09375  -0.0945495
-0.0625  0.0666794
0  0.140187
-0.03125  0.0820291
0.125  -0.0819718
-0.0625  0.0331291
0.1875  -0.00192043
0.03125  -0.0815943
-0.125  0.0944427
0.125  -0.0640599
-0.1875  0.0342641
-0.03125  -0.148868
-0.0625  -0.0868164
0  -0.0691154
0.03125  -0.0196803
-0.21875  -0.0119841
0.21875  -0.101312
0  0.133822
0.15625  0.0370091
0.03125  -0.0746105
0.03125  0.0769826
0.1875  -0.166984
0.03125  0.134346
-0.03125  -0.113849
0.1875  -0.0903239
0.0625  0.0252283
0.25  0.0875504
0.0625  -0.150976
0.1875  0.0583738
-0.0625  -0.146165
0.125  0.063056
0.0625  0.0720472
0  -0.214604
0.1875  -0.0777622
0.1875  0.160347
0.375  -0.0615009
0.1875  0.1204
0.03125  -0.338338
-0.09375  0.0875606
0.03125  -0.0958934
0.09375  -0.00249753
-0.03125  -0.0449429
0.125  -0.180101
-0.125  -0.154746
0.09375  -0.0994683
0.1875  -0.20406
-0.03125  -0.0321809
0.0625  0.0241238
0.03125  0.00937556
0.0625  0.0306309
0.1875  -0.140117
-0.1875  0.108119
-0.0625  0.240773
-0.09375  0.105965
0  -0.180597
0.0625  0.212958
-0.15625  -0.0286981
0.0625  -0.257939
0.0625  -0.0609485
-0.0625  -0.0124097
0.34375  -0.0280707
-0.3125  -0.0451813
0  0.0568798
0.0625  -0.042433
-0.15625  0.0492436
-0.125  -0.0679056
0.0625  -0.286297
0.0625  0.0603203
-0.125  -0.00856479
0.03125  -0.0728154
-0.25  -0.272768
-0.09375  -0.338386
0.21875  0.165248
-0.03125  0.0048469
-0.03125  -0.0458061
0  -0.130644
0.0625  -0.0255254
0.1875  -0.0218772
-0.0625  0.00428469
0.34375  0.0202259
