-0.15625  -0.0401659
-0.09375  -0.0605246
-0.09375  -0.182395
0.09375  -0.548122
0  -0.0558542
-0.15625  -0.198143
0  -0.10934
-0.21875  -0.369855
0.09375  -0.0473553
0.09375  -0.17656
0  -0.297326
0.0625  -0.265425
0.125  -0.212577
0.0625  -0.0604163
-0.25  -0.0686299
0.0625  -0.465105
-0.09375  -0.322601
-0.09375  -0.283184
-0.0625  -0.543687
0.1875  -0.0177163
0.1875  -0.441457
-0.21875  -0.0303512
-0.09375  -0.102648
0.03125  -0.15371
-0.09375  -0.109919
-0.0625  -0.263749
-0.09375  0.0591883
0.125  -0.323912
-0.09375  -0.437928
-0.09375  -0.269072
0.09375  -0.259844
0.09375  -0.249659
0.125  -0.316187
-0.09375  -0.299128
0.15625  -0.390314
-0.09375  -0.256807
0.09375  -0.108885
-0.0625  -0.0463651
-0.09375  -0.272494
0.03125  -0.261819
0.03125  -0.316396
0.25  -0.141165
-0.03125  -0.234003
-0.1875  -0.308049
-0.03125  0.11756
0.34375  -0.0453606
0.09375  -0.277835
0.0625  -0.0557119
0  -0.198299
0.09375  -0.204214
-0.09375  -0.381705
0.15625  -0.160433
-0.125  -0.259854
0.03125  -0.213693
-0.03125  -0.264082
0.0625  -0.0801506
0.3125  -0.126451
0.3125  -0.172625
0.09375  -0.327852
0.0625  -0.22942
0  -0.233263
-0.0625  -0.056469
0.15625  -0.273857
0.03125  -0.126667
0.03125  -0.0692428
0.125  -0.465613
0.0625  -0.117244
0.0625  -0.231569
-0.21875  -0.268386
0.0625  -0.54216
-0.03125  -0.334628
0.125  -0.226222
0.125  0.0364105
0.1875  -0.0687345
0  -0.274108
0.25  -0.0709141
-0.1875  -0.426656
-0.1875  -0.315447
0.03125  -0.133436
-0.28125  -0.262027
0  -0.180801
-0.15625  -0.130279
0.03125  -0.39578
0.03125  -0.463484
-0.03125  -0.289682
-0.03125  -0.385443
-0.15625  -0.376621
0.21875  -0.208052
-0.1875  -0.0776904
0.03125  -0.334277
0  -0.143485
-0.28125  -0.32774
-0.0625  -0.388818
0.09375  -0.167084
0.125  -0.28509
-0.15625  -0.0968525
0  -0.459219
-0.125  -0.389877
0.0625  -0.173015
-0.09375  -0.290388
0  -0.293147
0  -0.115906
0  -0.261582
0  -0.0928985
0.03125  -0.258923
0.1875  -0.0853976
-0.09375  -0.502567
0.15625  -0.185845
0.09375  -0.112602
-0.21875  -0.218167
0.0625  -0.102187
0.09375  -0.465184
0.09375  -0.132335
-0.03125  -0.25689
0.21875  -0.246557
0.25  -0.31027
-0.125  -0.135137
-0.28125  -0.162591
0.15625  -0.123409
-0.21875  -0.144752
-0.125  -0.0267404
-0.125  -0.354705
0.03125  -0.509393
-0.09375  -0.23664
-0.1875  -0.236377
0.125  -0.274289
0.0625  -0.310269
0.09375  -0.124548
-0.21875  -0.237488
-0.15625  -0.315165
-0.03125  -0.329308
-0.09375  -0.121953
0.03125  -0.130368
0.3125  -0.220615
0.125  -0.241369
0  -0.194293
-0.25  -0.296182
0.03125  0.0877788
-0.03125  -0.158743
-0.1875  -0.145462
-0.1875  -0.278974
0  -0.044944
-0.125  -0.251572
-0.09375  -0.391756
0.09375  -0.223608
0.03125  -0.181832
0  -0.340386
-0.15625  0.000231009
0.09375  -0.0934861
0.125  -0.270663
-0.125  -0.250648
0  -0.105727
0.09375  -0.179815
0.28125  -0.33974
0.125  -0.0552065
0.09375  -0.0972263
0.0625  -0.215738
-0.0625  -0.233717
0  -0.284876
0.09375  -0.214502
-0.28125  -0.355201
0.03125  -0.300338
0  -0.10262
-0.28125  -0.0859196
0.03125  -0.213147
0.09375  -0.304963
0.03125  -0.343016
-0.09375  0.0290852
-0.125  -0.149933
0.1875  0.0118712
0.03125  -0.200582
0.09375  -0.220981
-0.21875  -0.146136
-0.03125  -0.210869
0.25  -0.315129
0.15625  -0.256039
0.15625  -0.341834
0.15625  -0.286509
0.3125  -0.217664
-0.03125  -0.319464
0.0625  -0.261611
-0.0625  -0.0791883
-0.15625  0.0140743
0.125  -0.355251
0.25  -0.0302764
0.125  -0.269549
0.15625  -0.228432
-0.0625  -0.282858
0.1875  -0.310726
-0.0625  -0.215951
0.09375  -0.373381
0.09375  -0.233133
-0.15625  -0.023598
0.03125  -0.174696
-0.09375  -0.38315
-0.125  -0.202786
0  -0.216896
-0.15625  -0.186319
0  -0.174784
-0.09375  -0.164921
-0.1875  -0.22102
0.03125  0.00302012
-0.1875  -0.275713
-0.0625  -0.360974
-0.09375  -0.241365
0.0625  -0.302557
0.0625  -0.144206
-0.25  -0.210968
0.09375  -0.00924334
-0.0625  -0.175337
0  -0.287059
0.03125  -0.132608
0.0625  -0.231968
0.0625  -0.337343
-0.0625  -0.285546
0  -0.0658542
-0.1875  -0.420406
-0.125  -0.405797
-0.09375  0.16006
0.125  -0.179188
-0.25  -0.153584
0.09375  -0.17191
0.09375  -0.259981
0.03125  -0.177689
0.0625  -0.11049
0.03125  -0.278303
-0.09375  -0.254347
0  -0.211657
-0.09375  -0.316541
0.0625  -0.271103
0.09375  -0.154664
0.125  -0.118579
0  -0.278609
0.09375  0.0296081
-0.15625  0.00994264
-0.1875  -0.0894946
-0.0625  -0.244188
0.09375  -0.172638
-0.03125  -0.437481
-0.03125  -0.0989827
-0.09375  -0.338002
-0.09375  -0.390498
0.03125  -0.124246
0.25  -0.220368
0.15625  -0.0722032
0.1875  -0.412527
-0.28125  -0.0656896
-0.03125  -0.197447
0.0625  -0.223475
-0.03125  -0.186179
0.03125  -0.302835
0.15625  -0.267427
0.03125  -0.379295
-0.03125  -0.285493
0.0625  -0.111276
0  -0.26808
-0.125  -0.180749
-0.1875  -0.481783
0.0625  -0.0697599
0  -0.298496
0.09375  -0.292378
0  -0.405779
0.25  -0.14305
-0.21875  -0.18169
-0.03125  -0.26183
0.09375  -0.305035
0.0625  -0.14844
0.09375  -0.448639
0.15625  -0.188365
0.0625  -0.124335
0.0625  -0.317955
0.03125  0.0191558
0.0625  -0.191033
0.15625  -0.307715
0.0625  -0.276159
0.125  -0.31444
-0.0625  -0.492787
0  -0.0746693
-0.0625  -0.0697974
0.09375  0.0500713
0.125  -0.278509
0.09375  -0.219308
-0.0625  -0.446008
-0.03125  -0.138887
0  -0.344263
0.09375  -0.420077
0.21875  -0.161007
-0.0625  -0.16143
0.09375  -0.287555
-0.03125  -0.235072
0.09375  -0.125415
-0.21875  -0.209971
-0.09375  -0.170952
0.15625  -0.219061
0  -0.14942
0.0625  -0.0867081
-0.0625  -0.114707
